Date;Filière;Valeur
2015/03/05;"Consommation journalière brute (GW)";67,2662244
2015/03/06;"Consommation journalière brute (GW)";65,9488932
2015/03/07;"Consommation journalière brute (GW)";58,7447382
2015/03/08;"Consommation journalière brute (GW)";54,0929124
2015/03/09;"Consommation journalière brute (GW)";59,8150698
2015/03/10;"Consommation journalière brute (GW)";61,4205672
2015/03/11;"Consommation journalière brute (GW)";60,1855692
2015/03/12;"Consommation journalière brute (GW)";60,2679024
2015/03/13;"Consommation journalière brute (GW)";61,4617338
2015/03/14;"Consommation journalière brute (GW)";58,1272392
2015/03/15;"Consommation journalière brute (GW)";57,0569076
2015/03/16;"Consommation journalière brute (GW)";63,1495644
2015/03/17;"Consommation journalière brute (GW)";61,5852336
2015/03/18;"Consommation journalière brute (GW)";59,4445704
2015/03/19;"Consommation journalière brute (GW)";61,132401
2015/03/20;"Consommation journalière brute (GW)";61,5852336
2015/03/21;"Consommation journalière brute (GW)";56,9745744
2015/03/22;"Consommation journalière brute (GW)";55,4102436
2015/03/23;"Consommation journalière brute (GW)";61,4617338
2015/03/24;"Consommation journalière brute (GW)";62,984898
2015/03/25;"Consommation journalière brute (GW)";65,1255612
2015/03/26;"Consommation journalière brute (GW)";66,0312264
2015/03/27;"Consommation journalière brute (GW)";62,2850658
2015/03/28;"Consommation journalière brute (GW)";54,9162444
2015/03/29;"Consommation journalière brute (GW)";51,7052496
2015/03/30;"Consommation journalière brute (GW)";57,839073
2015/03/31;"Consommation journalière brute (GW)";58,1684058
2015/11/01;"Consommation journalière brute (GW)";45,7360926
2015/11/02;"Consommation journalière brute (GW)";54,957411
2015/11/03;"Consommation journalière brute (GW)";56,1512424
2015/11/04;"Consommation journalière brute (GW)";54,9985776
2015/11/05;"Consommation journalière brute (GW)";54,2164122
2015/11/06;"Consommation journalière brute (GW)";52,693248
2015/11/07;"Consommation journalière brute (GW)";45,8595924
2015/11/08;"Consommation journalière brute (GW)";43,430763
2015/11/09;"Consommation journalière brute (GW)";50,6760846
2015/11/10;"Consommation journalière brute (GW)";52,8167478
2015/11/11;"Consommation journalière brute (GW)";48,0002556
2015/11/12;"Consommation journalière brute (GW)";54,339912
2015/11/13;"Consommation journalière brute (GW)";55,2867438
2015/11/14;"Consommation journalière brute (GW)";51,2935836
2015/11/15;"Consommation journalière brute (GW)";47,959089
2015/11/16;"Consommation journalière brute (GW)";55,5337434
2015/11/17;"Consommation journalière brute (GW)";56,2747422
2015/11/18;"Consommation journalière brute (GW)";55,0397442
2015/11/19;"Consommation journalière brute (GW)";55,4925768
2015/11/20;"Consommation journalière brute (GW)";56,0277426
2015/11/21;"Consommation journalière brute (GW)";55,4514102
2015/11/22;"Consommation journalière brute (GW)";57,221574
2015/11/23;"Consommation journalière brute (GW)";67,3897242
2015/11/24;"Consommation journalière brute (GW)";71,0535516
2015/11/25;"Consommation journalière brute (GW)";67,307391
2015/11/26;"Consommation journalière brute (GW)";66,3193926
2015/11/27;"Consommation journalière brute (GW)";67,513224
2015/11/28;"Consommation journalière brute (GW)";61,8733998
2015/11/29;"Consommation journalière brute (GW)";57,9214062
2015/11/30;"Consommation journalière brute (GW)";62,779065
2015/12/01;"Consommation journalière brute (GW)";62,6967318
2015/12/02;"Consommation journalière brute (GW)";63,8905632
2015/12/03;"Consommation journalière brute (GW)";65,5372272
2015/12/04;"Consommation journalière brute (GW)";63,9317298
2015/12/05;"Consommation journalière brute (GW)";59,485737
2015/12/06;"Consommation journalière brute (GW)";55,0397442
2015/12/07;"Consommation journalière brute (GW)";60,6795684
2015/12/08;"Consommation journalière brute (GW)";62,6967318
2015/12/09;"Consommation journalière brute (GW)";63,9728964
2015/12/10;"Consommation journalière brute (GW)";68,2953894
2015/12/11;"Consommation journalière brute (GW)";67,1838912
2015/12/12;"Consommation journalière brute (GW)";59,4445704
2015/12/13;"Consommation journalière brute (GW)";58,4977386
2015/12/14;"Consommation journalière brute (GW)";65,9488932
2015/12/15;"Consommation journalière brute (GW)";65,0843946
2015/12/16;"Consommation journalière brute (GW)";62,2850658
2015/12/17;"Consommation journalière brute (GW)";60,514902
2015/12/18;"Consommation journalière brute (GW)";59,1152376
2015/12/19;"Consommation journalière brute (GW)";53,51658
2015/12/20;"Consommation journalière brute (GW)";51,2112504
2015/12/21;"Consommation journalière brute (GW)";57,4685736
2015/12/22;"Consommation journalière brute (GW)";57,9625728
2015/12/23;"Consommation journalière brute (GW)";56,9745744
2015/12/24;"Consommation journalière brute (GW)";54,0517458
2015/12/25;"Consommation journalière brute (GW)";47,7944226
2015/12/26;"Consommation journalière brute (GW)";50,1820854
2015/12/27;"Consommation journalière brute (GW)";50,5525848
2015/12/28;"Consommation journalière brute (GW)";56,3159088
2015/12/29;"Consommation journalière brute (GW)";56,6452416
2015/12/30;"Consommation journalière brute (GW)";57,7567398
2015/12/31;"Consommation journalière brute (GW)";56,3570754
2016/01/01;"Consommation journalière brute (GW)";53,2695804
2016/01/02;"Consommation journalière brute (GW)";55,0809108
2016/01/03;"Consommation journalière brute (GW)";56,3159088
2016/01/04;"Consommation journalière brute (GW)";63,9728964
2016/01/05;"Consommation journalière brute (GW)";66,7722252
2016/01/06;"Consommation journalière brute (GW)";67,4720574
2016/01/07;"Consommation journalière brute (GW)";67,1427246
2016/01/08;"Consommation journalière brute (GW)";66,1958928
2016/01/09;"Consommation journalière brute (GW)";58,9094046
2016/01/10;"Consommation journalière brute (GW)";57,5097402
2016/01/11;"Consommation journalière brute (GW)";65,86656
2016/01/12;"Consommation journalière brute (GW)";68,7070554
2016/01/13;"Consommation journalière brute (GW)";71,012385
2016/01/14;"Consommation journalière brute (GW)";71,9592168
2016/01/15;"Consommation journalière brute (GW)";73,9763802
2016/01/16;"Consommation journalière brute (GW)";69,6127206
2016/01/17;"Consommation journalière brute (GW)";67,5955572
2016/01/18;"Consommation journalière brute (GW)";77,6402076
2016/01/19;"Consommation journalière brute (GW)";78,21654
2016/01/20;"Consommation journalière brute (GW)";77,7225408
2016/01/21;"Consommation journalière brute (GW)";77,9695404
2016/01/22;"Consommation journalière brute (GW)";76,4463762
2016/01/23;"Consommation journalière brute (GW)";64,7550618
2016/01/24;"Consommation journalière brute (GW)";60,3914022
2016/01/25;"Consommation journalière brute (GW)";65,9077266
2016/01/26;"Consommation journalière brute (GW)";65,5372272
2016/01/27;"Consommation journalière brute (GW)";65,249061
2016/01/28;"Consommation journalière brute (GW)";65,1667278
2016/01/29;"Consommation journalière brute (GW)";66,072393
2016/01/30;"Consommation journalière brute (GW)";60,720735
2016/01/31;"Consommation journalière brute (GW)";56,0689092
2016/02/01;"Consommation journalière brute (GW)";61,2970674
2016/02/02;"Consommation journalière brute (GW)";62,4908988
2016/02/03;"Consommation journalière brute (GW)";65,7430602
2016/02/04;"Consommation journalière brute (GW)";68,7893886
2016/02/05;"Consommation journalière brute (GW)";64,425729
2016/02/06;"Consommation journalière brute (GW)";57,9214062
2016/02/07;"Consommation journalière brute (GW)";56,1100758
2016/02/08;"Consommation journalière brute (GW)";64,4668956
2016/02/09;"Consommation journalière brute (GW)";66,6487254
2016/02/10;"Consommation journalière brute (GW)";69,571554
2016/02/11;"Consommation journalière brute (GW)";69,6538872
2016/02/12;"Consommation journalière brute (GW)";69,9008868
2016/02/13;"Consommation journalière brute (GW)";62,161566
2016/02/14;"Consommation journalière brute (GW)";58,662405
2016/02/15;"Consommation journalière brute (GW)";70,1067198
2016/02/16;"Consommation journalière brute (GW)";72,9472152
2016/02/17;"Consommation journalière brute (GW)";74,511546
2016/02/18;"Consommation journalière brute (GW)";74,3468796
2016/02/19;"Consommation journalière brute (GW)";71,3417178
2016/02/20;"Consommation journalière brute (GW)";63,3553974
2016/02/21;"Consommation journalière brute (GW)";55,6572432
2016/02/22;"Consommation journalière brute (GW)";62,7378984
2016/02/23;"Consommation journalière brute (GW)";64,3433958
2016/02/24;"Consommation journalière brute (GW)";66,5663922
2016/02/25;"Consommation journalière brute (GW)";67,3485576
2016/02/26;"Consommation journalière brute (GW)";68,336556
2016/02/27;"Consommation journalière brute (GW)";64,0552296
2016/02/28;"Consommation journalière brute (GW)";62,161566
2016/02/29;"Consommation journalière brute (GW)";70,6830522
2016/03/01;"Consommation journalière brute (GW)";70,806552
2016/03/02;"Consommation journalière brute (GW)";67,8013902
2016/03/03;"Consommation journalière brute (GW)";69,2422212
2016/03/04;"Consommation journalière brute (GW)";67,6367238
2016/03/05;"Consommation journalière brute (GW)";62,5320654
2016/03/06;"Consommation journalière brute (GW)";61,2147342
2016/03/07;"Consommation journalière brute (GW)";69,4892208
2016/03/08;"Consommation journalière brute (GW)";70,8477186
2016/03/09;"Consommation journalière brute (GW)";69,8597202
2016/03/10;"Consommation journalière brute (GW)";68,748222
2016/03/11;"Consommation journalière brute (GW)";66,7310586
2016/03/12;"Consommation journalière brute (GW)";59,897403
2016/03/13;"Consommation journalière brute (GW)";57,5097402
2016/03/14;"Consommation journalière brute (GW)";64,3845624
2016/03/15;"Consommation journalière brute (GW)";64,1375628
2016/03/16;"Consommation journalière brute (GW)";66,5663922
2016/03/17;"Consommation journalière brute (GW)";65,9488932
2016/03/18;"Consommation journalière brute (GW)";63,7670634
2016/03/19;"Consommation journalière brute (GW)";58,5389052
2016/03/20;"Consommation journalière brute (GW)";55,8219096
2016/03/21;"Consommation journalière brute (GW)";61,8733998
2016/03/22;"Consommation journalière brute (GW)";61,5029004
2016/03/23;"Consommation journalière brute (GW)";62,5320654
2016/03/24;"Consommation journalière brute (GW)";61,8322332
2016/03/25;"Consommation journalière brute (GW)";60,8442348
2016/03/26;"Consommation journalière brute (GW)";53,1872472
2016/03/27;"Consommation journalière brute (GW)";50,634918
2016/03/28;"Consommation journalière brute (GW)";51,9934158
2016/03/29;"Consommation journalière brute (GW)";58,7859048
2016/03/30;"Consommation journalière brute (GW)";58,456572
2016/03/31;"Consommation journalière brute (GW)";58,868238
2016/11/01;"Consommation journalière brute (GW)";48,6177546
2016/11/02;"Consommation journalière brute (GW)";56,0277426
2016/11/03;"Consommation journalière brute (GW)";59,5680702
2016/11/04;"Consommation journalière brute (GW)";60,720735
2016/11/05;"Consommation journalière brute (GW)";53,51658
2016/11/06;"Consommation journalière brute (GW)";53,4754134
2016/11/07;"Consommation journalière brute (GW)";65,0020614
2016/11/08;"Consommation journalière brute (GW)";67,3897242
2016/11/09;"Consommation journalière brute (GW)";67,101558
2016/11/10;"Consommation journalière brute (GW)";64,5903954
2016/11/11;"Consommation journalière brute (GW)";57,221574
2016/11/12;"Consommation journalière brute (GW)";59,6504034
2016/11/13;"Consommation journalière brute (GW)";55,8219096
2016/11/14;"Consommation journalière brute (GW)";63,7258968
2016/11/15;"Consommation journalière brute (GW)";64,219896
2016/11/16;"Consommation journalière brute (GW)";62,3262324
2016/11/17;"Consommation journalière brute (GW)";61,132401
2016/11/18;"Consommation journalière brute (GW)";61,3794006
2016/11/19;"Consommation journalière brute (GW)";57,3862404
2016/11/20;"Consommation journalière brute (GW)";53,2695804
2016/11/21;"Consommation journalière brute (GW)";58,8270714
2016/11/22;"Consommation journalière brute (GW)";61,0912344
2016/11/23;"Consommation journalière brute (GW)";61,0500678
2016/11/24;"Consommation journalière brute (GW)";60,720735
2016/11/25;"Consommation journalière brute (GW)";61,7499
2016/11/26;"Consommation journalière brute (GW)";56,8510746
2016/11/27;"Consommation journalière brute (GW)";55,2455772
2016/11/28;"Consommation journalière brute (GW)";65,9488932
2016/11/29;"Consommation journalière brute (GW)";71,7122172
2016/11/30;"Consommation journalière brute (GW)";72,3708828
2016/12/01;"Consommation journalière brute (GW)";72,9883818
2016/12/02;"Consommation journalière brute (GW)";72,7413822
2016/12/03;"Consommation journalière brute (GW)";66,072393
2016/12/04;"Consommation journalière brute (GW)";64,4668956
2016/12/05;"Consommation journalière brute (GW)";69,7362204
2016/12/06;"Consommation journalière brute (GW)";69,9008868
2016/12/07;"Consommation journalière brute (GW)";70,394886
2016/12/08;"Consommation journalière brute (GW)";70,2302196
2016/12/09;"Consommation journalière brute (GW)";68,6658888
2016/12/10;"Consommation journalière brute (GW)";63,6847302
2016/12/11;"Consommation journalière brute (GW)";60,8030682
2016/12/12;"Consommation journalière brute (GW)";68,0072232
2016/12/13;"Consommation journalière brute (GW)";68,9128884
2016/12/14;"Consommation journalière brute (GW)";68,7070554
2016/12/15;"Consommation journalière brute (GW)";69,5303874
2016/12/16;"Consommation journalière brute (GW)";67,101558
2016/12/17;"Consommation journalière brute (GW)";63,6847302
2016/12/18;"Consommation journalière brute (GW)";63,4788972
2016/12/19;"Consommation journalière brute (GW)";71,8768836
2016/12/20;"Consommation journalière brute (GW)";72,1238832
2016/12/21;"Consommation journalière brute (GW)";71,629884
2016/12/22;"Consommation journalière brute (GW)";68,4600558
2016/12/23;"Consommation journalière brute (GW)";65,7842268
2016/12/24;"Consommation journalière brute (GW)";58,2095724
2016/12/25;"Consommation journalière brute (GW)";53,1872472
2016/12/26;"Consommation journalière brute (GW)";57,63324
2016/12/27;"Consommation journalière brute (GW)";63,0260646
2016/12/28;"Consommation journalière brute (GW)";66,3605592
2016/12/29;"Consommation journalière brute (GW)";69,777387
2016/12/30;"Consommation journalière brute (GW)";71,835717
2016/12/31;"Consommation journalière brute (GW)";71,2593846
2017/01/01;"Consommation journalière brute (GW)";68,0895564
2017/01/02;"Consommation journalière brute (GW)";72,9472152
2017/01/03;"Consommation journalière brute (GW)";77,804874
2017/01/04;"Consommation journalière brute (GW)";79,3280382
2017/01/05;"Consommation journalière brute (GW)";77,8460406
2017/01/06;"Consommation journalière brute (GW)";80,892369
2017/01/07;"Consommation journalière brute (GW)";77,4755412
2017/01/08;"Consommation journalière brute (GW)";70,0243866
2017/01/09;"Consommation journalière brute (GW)";74,5527126
2017/01/10;"Consommation journalière brute (GW)";74,3468796
2017/01/11;"Consommation journalière brute (GW)";72,8237154
2017/01/12;"Consommation journalière brute (GW)";71,4652176
2017/01/13;"Consommation journalière brute (GW)";74,09988
2017/01/14;"Consommation journalière brute (GW)";70,4360526
2017/01/15;"Consommation journalière brute (GW)";68,7893886
2017/01/16;"Consommation journalière brute (GW)";75,746544
2017/01/17;"Consommation journalière brute (GW)";81,4687014
2017/01/18;"Consommation journalière brute (GW)";85,0913622
2017/01/19;"Consommation journalière brute (GW)";85,7911944
2017/01/20;"Consommation journalière brute (GW)";84,7620294
2017/01/21;"Consommation journalière brute (GW)";78,3812064
2017/01/22;"Consommation journalière brute (GW)";75,0467118
2017/01/23;"Consommation journalière brute (GW)";80,9747022
2017/01/24;"Consommation journalière brute (GW)";82,8271992
2017/01/25;"Consommation journalière brute (GW)";84,3503634
2017/01/26;"Consommation journalière brute (GW)";83,979864
2017/01/27;"Consommation journalière brute (GW)";78,9163722
2017/01/28;"Consommation journalière brute (GW)";67,513224
2017/01/29;"Consommation journalière brute (GW)";64,3433958
2017/01/30;"Consommation journalière brute (GW)";69,4892208
2017/01/31;"Consommation journalière brute (GW)";66,6075588
2017/02/01;"Consommation journalière brute (GW)";65,4137274
2017/02/02;"Consommation journalière brute (GW)";65,1667278
2017/02/03;"Consommation journalière brute (GW)";65,8253934
2017/02/04;"Consommation journalière brute (GW)";61,5852336
2017/02/05;"Consommation journalière brute (GW)";60,1444026
2017/02/06;"Consommation journalière brute (GW)";68,748222
2017/02/07;"Consommation journalière brute (GW)";68,4600558
2017/02/08;"Consommation journalière brute (GW)";70,1067198
2017/02/09;"Consommation journalière brute (GW)";72,5767158
2017/02/10;"Consommation journalière brute (GW)";73,276548
2017/02/11;"Consommation journalière brute (GW)";69,1187214
2017/02/12;"Consommation journalière brute (GW)";64,3022292
2017/02/13;"Consommation journalière brute (GW)";67,4308908
2017/02/14;"Consommation journalière brute (GW)";66,1135596
2017/02/15;"Consommation journalière brute (GW)";63,190731
2017/02/16;"Consommation journalière brute (GW)";62,9025648
2017/02/17;"Consommation journalière brute (GW)";62,9437314
2017/02/18;"Consommation journalière brute (GW)";58,4154054
2017/02/19;"Consommation journalière brute (GW)";57,1392408
2017/02/20;"Consommation journalière brute (GW)";63,1495644
2017/02/21;"Consommation journalière brute (GW)";62,0792328
2017/02/22;"Consommation journalière brute (GW)";61,7087334
2017/02/23;"Consommation journalière brute (GW)";62,4497322
2017/02/24;"Consommation journalière brute (GW)";62,984898
2017/02/25;"Consommation journalière brute (GW)";59,6504034
2017/02/26;"Consommation journalière brute (GW)";55,6572432
2017/02/27;"Consommation journalière brute (GW)";62,6967318
2017/02/28;"Consommation journalière brute (GW)";66,3193926
2017/03/01;"Consommation journalière brute (GW)";66,7722252
2017/03/02;"Consommation journalière brute (GW)";63,3142308
2017/03/03;"Consommation journalière brute (GW)";61,4617338
2017/03/04;"Consommation journalière brute (GW)";56,8922412
2017/03/05;"Consommation journalière brute (GW)";57,3039072
2017/03/06;"Consommation journalière brute (GW)";64,5903954
2017/03/07;"Consommation journalière brute (GW)";65,7842268
2017/03/08;"Consommation journalière brute (GW)";64,631562
2017/03/09;"Consommation journalière brute (GW)";60,2679024
2017/03/10;"Consommation journalière brute (GW)";57,839073
2017/03/11;"Consommation journalière brute (GW)";51,4170834
2017/03/12;"Consommation journalière brute (GW)";49,2352536
2017/03/13;"Consommation journalière brute (GW)";56,604075
2017/03/14;"Consommation journalière brute (GW)";57,9625728
2017/03/15;"Consommation journalière brute (GW)";56,9745744
2017/03/16;"Consommation journalière brute (GW)";55,6572432
2017/03/17;"Consommation journalière brute (GW)";54,9985776
2017/03/18;"Consommation journalière brute (GW)";51,7464162
2017/03/19;"Consommation journalière brute (GW)";48,2060886
2017/03/20;"Consommation journalière brute (GW)";55,4925768
2017/03/21;"Consommation journalière brute (GW)";57,3862404
2017/03/22;"Consommation journalière brute (GW)";59,6092368
2017/03/23;"Consommation journalière brute (GW)";60,1444026
2017/03/24;"Consommation journalière brute (GW)";59,8150698
2017/03/25;"Consommation journalière brute (GW)";52,5285816
2017/03/26;"Consommation journalière brute (GW)";48,4119216
2017/03/27;"Consommation journalière brute (GW)";53,4342468
2017/03/28;"Consommation journalière brute (GW)";53,1872472
2017/03/29;"Consommation journalière brute (GW)";52,3227486
2017/03/30;"Consommation journalière brute (GW)";50,9230842
2017/03/31;"Consommation journalière brute (GW)";49,6880862
2017/11/01;"Consommation journalière brute (GW)";51,664083
2017/11/02;"Consommation journalière brute (GW)";55,6572432
2017/11/03;"Consommation journalière brute (GW)";54,5869116
2017/11/04;"Consommation journalière brute (GW)";49,3587534
2017/11/05;"Consommation journalière brute (GW)";49,0705872
2017/11/06;"Consommation journalière brute (GW)";60,6384018
2017/11/07;"Consommation journalière brute (GW)";64,5080622
2017/11/08;"Consommation journalière brute (GW)";65,249061
2017/11/09;"Consommation journalière brute (GW)";64,3433958
2017/11/10;"Consommation journalière brute (GW)";62,6555652
2017/11/11;"Consommation journalière brute (GW)";54,2575788
2017/11/12;"Consommation journalière brute (GW)";52,0345824
2017/11/13;"Consommation journalière brute (GW)";63,6847302
2017/11/14;"Consommation journalière brute (GW)";66,6075588
2017/11/15;"Consommation journalière brute (GW)";66,6075588
2017/11/16;"Consommation journalière brute (GW)";66,6487254
2017/11/17;"Consommation journalière brute (GW)";65,1667278
2017/11/18;"Consommation journalière brute (GW)";60,2267358
2017/11/19;"Consommation journalière brute (GW)";57,7567398
2017/11/20;"Consommation journalière brute (GW)";65,8253934
2017/11/21;"Consommation journalière brute (GW)";64,9197282
2017/11/22;"Consommation journalière brute (GW)";62,573232
2017/11/23;"Consommation journalière brute (GW)";60,103236
2017/11/24;"Consommation journalière brute (GW)";59,6504034
2017/11/25;"Consommation journalière brute (GW)";57,015741
2017/11/26;"Consommation journalière brute (GW)";59,69157
2017/11/27;"Consommation journalière brute (GW)";68,4600558
2017/11/28;"Consommation journalière brute (GW)";69,2010546
2017/11/29;"Consommation journalière brute (GW)";71,012385
2017/11/30;"Consommation journalière brute (GW)";73,8528804
2017/12/01;"Consommation journalière brute (GW)";75,1702116
2017/12/02;"Consommation journalière brute (GW)";71,7945504
2017/12/03;"Consommation journalière brute (GW)";70,2713862
2017/12/04;"Consommation journalière brute (GW)";73,688214
2017/12/05;"Consommation journalière brute (GW)";73,0295484
2017/12/06;"Consommation journalière brute (GW)";73,6058808
2017/12/07;"Consommation journalière brute (GW)";74,3468796
2017/12/08;"Consommation journalière brute (GW)";72,0003834
2017/12/09;"Consommation journalière brute (GW)";69,4480542
2017/12/10;"Consommation journalière brute (GW)";65,5372272
2017/12/11;"Consommation journalière brute (GW)";69,9420534
2017/12/12;"Consommation journalière brute (GW)";73,3177146
2017/12/13;"Consommation journalière brute (GW)";74,1822132
2017/12/14;"Consommation journalière brute (GW)";71,3828844
2017/12/15;"Consommation journalière brute (GW)";71,2593846
2017/12/16;"Consommation journalière brute (GW)";67,3485576
2017/12/17;"Consommation journalière brute (GW)";66,5252256
2017/12/18;"Consommation journalière brute (GW)";72,0827166
2017/12/19;"Consommation journalière brute (GW)";74,3468796
2017/12/20;"Consommation journalière brute (GW)";73,5235476
2017/12/21;"Consommation journalière brute (GW)";69,7362204
2017/12/22;"Consommation journalière brute (GW)";65,7842268
2017/12/23;"Consommation journalière brute (GW)";59,074071
2017/12/24;"Consommation journalière brute (GW)";57,7567398
2017/12/25;"Consommation journalière brute (GW)";57,5509068
2017/12/26;"Consommation journalière brute (GW)";62,5320654
2017/12/27;"Consommation journalière brute (GW)";65,249061
2017/12/28;"Consommation journalière brute (GW)";68,5835556
2017/12/29;"Consommation journalière brute (GW)";68,748222
2017/12/30;"Consommation journalière brute (GW)";59,1564042
2017/12/31;"Consommation journalière brute (GW)";55,0397442
2018/01/01;"Consommation journalière brute (GW)";55,6984098
2018/01/02;"Consommation journalière brute (GW)";62,4908988
2018/01/03;"Consommation journalière brute (GW)";63,1083978
2018/01/04;"Consommation journalière brute (GW)";62,4908988
2018/01/05;"Consommation journalière brute (GW)";61,7087334
2018/01/06;"Consommation journalière brute (GW)";58,6212384
2018/01/07;"Consommation journalière brute (GW)";58,1684058
2018/01/08;"Consommation journalière brute (GW)";66,5252256
2018/01/09;"Consommation journalière brute (GW)";67,9660566
2018/01/10;"Consommation journalière brute (GW)";66,689892
2018/01/11;"Consommation journalière brute (GW)";67,8425568
2018/01/12;"Consommation journalière brute (GW)";69,2010546
2018/01/13;"Consommation journalière brute (GW)";65,249061
2018/01/14;"Consommation journalière brute (GW)";62,9437314
2018/01/15;"Consommation journalière brute (GW)";69,9420534
2018/01/16;"Consommation journalière brute (GW)";67,8013902
2018/01/17;"Consommation journalière brute (GW)";69,777387
2018/01/18;"Consommation journalière brute (GW)";68,8717218
2018/01/19;"Consommation journalière brute (GW)";68,130723
2018/01/20;"Consommation journalière brute (GW)";63,6847302
2018/01/21;"Consommation journalière brute (GW)";58,7035716
2018/01/22;"Consommation journalière brute (GW)";63,6435636
2018/01/23;"Consommation journalière brute (GW)";64,219896
2018/01/24;"Consommation journalière brute (GW)";63,0260646
2018/01/25;"Consommation journalière brute (GW)";64,425729
2018/01/26;"Consommation journalière brute (GW)";66,3193926
2018/01/27;"Consommation journalière brute (GW)";63,190731
2018/01/28;"Consommation journalière brute (GW)";59,3210706
2018/01/29;"Consommation journalière brute (GW)";65,2078944
2018/01/30;"Consommation journalière brute (GW)";65,5783938
2018/01/31;"Consommation journalière brute (GW)";66,8133918
2018/02/01;"Consommation journalière brute (GW)";69,6127206
2018/02/02;"Consommation journalière brute (GW)";71,7945504
2018/02/03;"Consommation journalière brute (GW)";66,8545584
2018/02/04;"Consommation journalière brute (GW)";65,7430602
2018/02/05;"Consommation journalière brute (GW)";76,569876
2018/02/06;"Consommation journalière brute (GW)";77,9283738
2018/02/07;"Consommation journalière brute (GW)";79,2868716
2018/02/08;"Consommation journalière brute (GW)";79,4103714
2018/02/09;"Consommation journalière brute (GW)";79,039872
2018/02/10;"Consommation journalière brute (GW)";71,5887174
2018/02/11;"Consommation journalière brute (GW)";66,4428924
2018/02/12;"Consommation journalière brute (GW)";73,7293806
2018/02/13;"Consommation journalière brute (GW)";78,21654
2018/02/14;"Consommation journalière brute (GW)";77,1462084
2018/02/15;"Consommation journalière brute (GW)";71,0947182
2018/02/16;"Consommation journalière brute (GW)";68,0895564
2018/02/17;"Consommation journalière brute (GW)";62,3262324
2018/02/18;"Consommation journalière brute (GW)";61,7910666
2018/02/19;"Consommation journalière brute (GW)";69,9008868
2018/02/20;"Consommation journalière brute (GW)";69,7362204
2018/02/21;"Consommation journalière brute (GW)";72,453216
2018/02/22;"Consommation journalière brute (GW)";76,15821
2018/02/23;"Consommation journalière brute (GW)";76,9403754
2018/02/24;"Consommation journalière brute (GW)";71,5063842
2018/02/25;"Consommation journalière brute (GW)";69,571554
2018/02/26;"Consommation journalière brute (GW)";81,2217018
2018/02/27;"Consommation journalière brute (GW)";86,1616938
2018/02/28;"Consommation journalière brute (GW)";88,6316898
2018/03/01;"Consommation journalière brute (GW)";83,5270314
2018/03/02;"Consommation journalière brute (GW)";75,9935436
2018/03/03;"Consommation journalière brute (GW)";66,1135596
2018/03/04;"Consommation journalière brute (GW)";61,3794006
2018/03/05;"Consommation journalière brute (GW)";66,484059
2018/03/06;"Consommation journalière brute (GW)";66,2370594
2018/03/07;"Consommation journalière brute (GW)";67,1838912
2018/03/08;"Consommation journalière brute (GW)";66,9780582
2018/03/09;"Consommation journalière brute (GW)";63,4788972
2018/03/10;"Consommation journalière brute (GW)";54,7104114
2018/03/11;"Consommation journalière brute (GW)";50,429085
2018/03/12;"Consommation journalière brute (GW)";59,5680702
2018/03/13;"Consommation journalière brute (GW)";61,8322332
2018/03/14;"Consommation journalière brute (GW)";61,7087334
2018/03/15;"Consommation journalière brute (GW)";61,4205672
2018/03/16;"Consommation journalière brute (GW)";60,5560686
2018/03/17;"Consommation journalière brute (GW)";59,2387374
2018/03/18;"Consommation journalière brute (GW)";61,1735676
2018/03/19;"Consommation journalière brute (GW)";71,7945504
2018/03/20;"Consommation journalière brute (GW)";73,6058808
2018/03/21;"Consommation journalière brute (GW)";72,4943826
2018/03/22;"Consommation journalière brute (GW)";71,2593846
2018/03/23;"Consommation journalière brute (GW)";68,2953894
2018/03/24;"Consommation journalière brute (GW)";59,5269036
2018/03/25;"Consommation journalière brute (GW)";55,1220774
2018/03/26;"Consommation journalière brute (GW)";61,544067
2018/03/27;"Consommation journalière brute (GW)";63,4788972
2018/03/28;"Consommation journalière brute (GW)";62,1203994
2018/03/29;"Consommation journalière brute (GW)";62,4497322
2018/03/30;"Consommation journalière brute (GW)";62,5320654
2018/03/31;"Consommation journalière brute (GW)";57,5920734
2018/11/01;"Consommation journalière brute (GW)";53,1872472
2018/11/02;"Consommation journalière brute (GW)";56,1512424
2018/11/03;"Consommation journalière brute (GW)";55,3279104
2018/11/04;"Consommation journalière brute (GW)";52,487415
2018/11/05;"Consommation journalière brute (GW)";56,6864082
2018/11/06;"Consommation journalière brute (GW)";56,604075
2018/11/07;"Consommation journalière brute (GW)";58,2919056
2018/11/08;"Consommation journalière brute (GW)";59,074071
2018/11/09;"Consommation journalière brute (GW)";57,7567398
2018/11/10;"Consommation journalière brute (GW)";51,45825
2018/11/11;"Consommation journalière brute (GW)";48,3295884
2018/11/12;"Consommation journalière brute (GW)";54,9985776
2018/11/13;"Consommation journalière brute (GW)";56,1512424
2018/11/14;"Consommation journalière brute (GW)";57,4685736
2018/11/15;"Consommation journalière brute (GW)";57,7155732
2018/11/16;"Consommation journalière brute (GW)";58,662405
2018/11/17;"Consommation journalière brute (GW)";55,780743
2018/11/18;"Consommation journalière brute (GW)";56,192409
2018/11/19;"Consommation journalière brute (GW)";67,9660566
2018/11/20;"Consommation journalière brute (GW)";71,0947182
2018/11/21;"Consommation journalière brute (GW)";71,0535516
2018/11/22;"Consommation journalière brute (GW)";69,6538872
